Oblast,Raion,Hromada,Settlement,Population
Zaporizka,Berdianskyi,Kolarivska,Yelyseivka,1229
Zaporizka,Berdianskyi,Kolarivska,Yelyzavetivka,910
Zaporizka,Berdianskyi,Kolarivska,Yelyzavetivka,295
Zaporizka,Berdianskyi,Kolarivska,Yurivka,933
Zaporizka,Berdianskyi,Kolarivska,Zelenivka,1014
Zaporizka,Berdianskyi,Osypenkivska,Berdianske,570
Zaporizka,Berdianskyi,Osypenkivska,Chervone Pole,1224
Zaporizka,Berdianskyi,Osypenkivska,Derevetske,130
Zaporizka,Berdianskyi,Osypenkivska,Kulykivske,62
Zaporizka,Berdianskyi,Osypenkivska,Novopetrivka,2161
Zaporizka,Berdianskyi,Osypenkivska,Osypenko,4667
Zaporizka,Berdianskyi,Osypenkivska,Staropetrivka,994
Zaporizka,Berdianskyi,Prymorska,Azov,156
Zaporizka,Berdianskyi,Prymorska,Banivka,1135
Zaporizka,Berdianskyi,Prymorska,Borysivka,1153
Zaporizka,Berdianskyi,Prymorska,Inzivka,1339
Zaporizka,Berdianskyi,Prymorska,Kalynivka,81
Zaporizka,Berdianskyi,Prymorska,Komyshuvatka,517
Zaporizka,Berdianskyi,Prymorska,Lozanivka,484
Zaporizka,Berdianskyi,Prymorska,Lozuvatka,695
Zaporizka,Berdianskyi,Prymorska,Manuilivka,591
Zaporizka,Berdianskyi,Prymorska,Marynivka,725
Zaporizka,Berdianskyi,Prymorska,Naberezhne,115
Zaporizka,Berdianskyi,Prymorska,Novooleksiivka,688
Zaporizka,Berdianskyi,Prymorska,Novopavlivka,1534
Zaporizka,Berdianskyi,Prymorska,Orlivka,862
Zaporizka,Berdianskyi,Prymorska,Petrivka,799
Zaporizka,Berdianskyi,Prymorska,Podsporie,458
Zaporizka,Berdianskyi,Prymorska,Preslav,2109
Zaporizka,Berdianskyi,Prymorska,Prymorsk,11157
Zaporizka,Berdianskyi,Prymorska,Rainivka,628
Zaporizka,Berdianskyi,Prymorska,Viacheslavka,914
Zaporizka,Melitopolskyi,Havrylivska,Dobrovolcheske,210
Zaporizka,Melitopolskyi,Havrylivska,Havrylivka,1100
Zaporizka,Melitopolskyi,Havrylivska,Hoholivka,465
Zaporizka,Melitopolskyi,Havrylivska,Kalynivka,616
Zaporizka,Melitopolskyi,Havrylivska,Korniivka,909
Zaporizka,Melitopolskyi,Havrylivska,Krasavych,5
Zaporizka,Melitopolskyi,Havrylivska,Musiivka,163
Zaporizka,Melitopolskyi,Havrylivska,Novoukrainka,92
Zaporizka,Melitopolskyi,Havrylivska,Zelenyi Hai,641
Zaporizka,Melitopolskyi,Havrylivska,Zelenyi Luh,0
Zaporizka,Melitopolskyi,Kostiantynivska,Kostiantynivka,12081
Zaporizka,Melitopolskyi,Kostiantynivska,Voznesenka,5123
Zaporizka,Melitopolskyi,Kyrylivska,Atmanai,985
Zaporizka,Melitopolskyi,Kyrylivska,Kosykh,159
Zaporizka,Melitopolskyi,Kyrylivska,Kyrylivka,3416
Zaporizka,Melitopolskyi,Kyrylivska,Lymanske,186
Zaporizka,Melitopolskyi,Kyrylivska,Nove,227
Zaporizka,Melitopolskyi,Kyrylivska,Okhrimivka,2094
Zaporizka,Melitopolskyi,Kyrylivska,Solone,295
Zaporizka,Melitopolskyi,Kyrylivska,Vovche,13
Zaporizka,Melitopolskyi,Melitopolska,Melitopol,148851
Zaporizka,Melitopolskyi,Myrnenska,Arabka,99
Zaporizka,Melitopolskyi,Myrnenska,Astrakhanka,1223
Zaporizka,Melitopolskyi,Myrnenska,Borysivka,179
Zaporizka,Melitopolskyi,Myrnenska,Myrne,2859
Zaporizka,Melitopolskyi,Myrnenska,Novopylypivka,709
Zaporizka,Melitopolskyi,Myrnenska,Olenivka,94
Zaporizka,Melitopolskyi,Myrnenska,Sosnivka,117
Zaporizka,Melitopolskyi,Myrnenska,Svobodne,262
Zaporizka,Melitopolskyi,Myrnenska,Tykhonivka,362
Zaporizka,Melitopolskyi,Novenska,Danylo-Ivanivka,741
Zaporizka,Melitopolskyi,Novenska,Dolynske,780
Zaporizka,Melitopolskyi,Novenska,Fruktove,1049
Zaporizka,Melitopolskyi,Novenska,Kyrpychne,239
Zaporizka,Melitopolskyi,Novenska,Molochne,995
Zaporizka,Melitopolskyi,Novenska,Nove,936
Zaporizka,Melitopolskyi,Novenska,Pishchanske,0
Zaporizka,Melitopolskyi,Novenska,Romashky,156
Zaporizka,Melitopolskyi,Novenska,Sadove,640
Zaporizka,Melitopolskyi,Novenska,Tashchenak,120
Zaporizka,Melitopolskyi,Novenska,Udachne,145
Zaporizka,Melitopolskyi,Novenska,Zelene,195
Zaporizka,Melitopolskyi,Novobohdanivska,Novobohdanivka,3656
Zaporizka,Melitopolskyi,Novobohdanivska,Pershostepanivka,16
Zaporizka,Melitopolskyi,Novobohdanivska,Pryvilne,164
Zaporizka,Melitopolskyi,Novobohdanivska,Starobohdanivka,1001
Zaporizka,Melitopolskyi,Novobohdanivska,Troitske,361
Zaporizka,Melitopolskyi,Novobohdanivska,Vidrodzhennia,784
Zaporizka,Melitopolskyi,Novouspenivska,Bilivske,54
Zaporizka,Melitopolskyi,Novouspenivska,Bratoliubivka,109
Zaporizka,Melitopolskyi,Novouspenivska,Matviivka,915
Zaporizka,Melitopolskyi,Novouspenivska,Novoivanivka,582
Zaporizka,Melitopolskyi,Novouspenivska,Novouspenivka,831
Zaporizka,Melitopolskyi,Novouspenivska,Tavriia,698
Zaporizka,Melitopolskyi,Novouspenivska,Vesele,9340
Zaporizka,Melitopolskyi,Novouspenivska,Voskhod,98
Zaporizka,Melitopolskyi,Novouspenivska,Zaporizhzhia,652
Zaporizka,Melitopolskyi,Novovasylivska,Besidivka,93
Zaporizka,Melitopolskyi,Novovasylivska,Domuzly,268
Zaporizka,Melitopolskyi,Novovasylivska,Fedorivka,510
Zaporizka,Melitopolskyi,Novovasylivska,Hannivka,691
Zaporizka,Melitopolskyi,Novovasylivska,Hanno-Opanlynka,263
Zaporizka,Melitopolskyi,Novovasylivska,Hromivka,7
Zaporizka,Melitopolskyi,Novovasylivska,Ivanivka,96
Zaporizka,Melitopolskyi,Novovasylivska,Kalynivka,79
Zaporizka,Melitopolskyi,Novovasylivska,Makivka,361
Zaporizka,Melitopolskyi,Novovasylivska,Marianivka,315
Zaporizka,Melitopolskyi,Novovasylivska,Mykolaivka,612
Zaporizka,Melitopolskyi,Novovasylivska,Novomykolaivka,232
Zaporizka,Melitopolskyi,Novovasylivska,Novooleksandrivka,464
Zaporizka,Melitopolskyi,Novovasylivska,Novospaske,659
Zaporizka,Melitopolskyi,Novovasylivska,Novovasylivka,2183
Zaporizka,Melitopolskyi,Novovasylivska,Orikhivka,361
Zaporizka,Melitopolskyi,Novovasylivska,Pivdenne,87
Zaporizka,Melitopolskyi,Novovasylivska,Prudentove,440
Zaporizka,Melitopolskyi,Novovasylivska,Rozivka,839
Zaporizka,Melitopolskyi,Novovasylivska,Voskresenka,758
Zaporizka,Melitopolskyi,Oleksandrivska,Divnynske,667
Zaporizka,Melitopolskyi,Oleksandrivska,Dunaivka,621
Zaporizka,Melitopolskyi,Oleksandrivska,Heorhiivka,438
Zaporizka,Melitopolskyi,Oleksandrivska,Hirsivka,1305
Zaporizka,Melitopolskyi,Oleksandrivska,Ihorivka,59
Zaporizka,Melitopolskyi,Oleksandrivska,Myronivka,366
Zaporizka,Melitopolskyi,Oleksandrivska,Nadezhdyne,489
Zaporizka,Melitopolskyi,Oleksandrivska,Nechkyne,32
Zaporizka,Melitopolskyi,Oleksandrivska,Novokostiantynivka,729
Zaporizka,Melitopolskyi,Oleksandrivska,Oleksandrivka,1049
Zaporizka,Melitopolskyi,Oleksandrivska,Stepanivka Persha,1227
Zaporizka,Melitopolskyi,Oleksandrivska,Sviatotroitske,950
Zaporizka,Melitopolskyi,Oleksandrivska,Viktorivka,69
Zaporizka,Melitopolskyi,Oleksandrivska,Volna,87
Zaporizka,Melitopolskyi,Plodorodnenska,Bratske,408
Zaporizka,Melitopolskyi,Plodorodnenska,Marianivka,512
Zaporizka,Melitopolskyi,Plodorodnenska,Molodizhne,210
Zaporizka,Melitopolskyi,Plodorodnenska,Mykolaivka,178
Zaporizka,Melitopolskyi,Plodorodnenska,Novomykolaivka,89
Zaporizka,Melitopolskyi,Plodorodnenska,Oleksandrivka,59
Zaporizka,Melitopolskyi,Plodorodnenska,Pidhirne,86
Zaporizka,Melitopolskyi,Plodorodnenska,Plodorodne,1577
Zaporizka,Melitopolskyi,Plodorodnenska,Pokazne,487
Zaporizka,Melitopolskyi,Plodorodnenska,Radisne,219
Zaporizka,Melitopolskyi,Plodorodnenska,Solodke,139
Zaporizka,Melitopolskyi,Plodorodnenska,Zrazkove,243
Zaporizka,Melitopolskyi,Pryazovska,Babanivka,42
Zaporizka,Melitopolskyi,Pryazovska,Bilorichanske,91
Zaporizka,Melitopolskyi,Pryazovska,Bohdanivka,950
Zaporizka,Melitopolskyi,Pryazovska,Botiieve,1615
Zaporizka,Melitopolskyi,Pryazovska,Dmytrivka,469
Zaporizka,Melitopolskyi,Pryazovska,Dobrivka,442
Zaporizka,Melitopolskyi,Pryazovska,Hamivka,474
Zaporizka,Melitopolskyi,Pryazovska,Novoivanivka,222
Zaporizka,Melitopolskyi,Pryazovska,Novopokrovka,150
Zaporizka,Melitopolskyi,Pryazovska,Petrivka,25
Zaporizka,Melitopolskyi,Pryazovska,Pryazovske,6295
Zaporizka,Melitopolskyi,Pryazovska,Prymorskyi Posad,455
Zaporizka,Melitopolskyi,Pryazovska,Shevchenka,336
Zaporizka,Melitopolskyi,Pryazovska,Stepanivka Druha,752
Zaporizka,Melitopolskyi,Pryazovska,Strohanivka,596
Zaporizka,Melitopolskyi,Pryazovska,Tavriiske,198
Zaporizka,Melitopolskyi,Pryazovska,Volodymyrivka,611
Zaporizka,Melitopolskyi,Pryazovska,Vyshneve,114
Zaporizka,Melitopolskyi,Semenivska,Chekhohrad,1178
Zaporizka,Melitopolskyi,Semenivska,Kalnyshevske,118
Zaporizka,Melitopolskyi,Semenivska,Lazurne,492
Zaporizka,Melitopolskyi,Semenivska,Maiak,91
Zaporizka,Melitopolskyi,Semenivska,Malyi Utliuh,181
Zaporizka,Melitopolskyi,Semenivska,Marivka,159
Zaporizka,Melitopolskyi,Semenivska,Novoiakymivka,133
Zaporizka,Melitopolskyi,Semenivska,Novomykolaivka,2164
Zaporizka,Melitopolskyi,Semenivska,Obilne,512
Zaporizka,Melitopolskyi,Semenivska,Pivdenne,23
Zaporizka,Melitopolskyi,Semenivska,Polianivka,602
Zaporizka,Melitopolskyi,Semenivska,Rivne,308
Zaporizka,Melitopolskyi,Semenivska,Semenivka,2869
Zaporizka,Melitopolskyi,Semenivska,Skhidne,62
Zaporizka,Melitopolskyi,Semenivska,Stepne,204
Zaporizka,Melitopolskyi,Semenivska,Tambovka,368
Zaporizka,Melitopolskyi,Semenivska,Trudove,467
Zaporizka,Melitopolskyi,Semenivska,Verkhovyna,50
Zaporizka,Melitopolskyi,Semenivska,Vysoke,697
Zaporizka,Melitopolskyi,Semenivska,Zelenchuk,47
Zaporizka,Melitopolskyi,Semenivska,Zolota Dolyna,139
Zaporizka,Melitopolskyi,Terpinnivska,Berehove,121
Zaporizka,Melitopolskyi,Terpinnivska,Fedorivka,396
Zaporizka,Melitopolskyi,Terpinnivska,Kamianske,292
Zaporizka,Melitopolskyi,Terpinnivska,Luhove,30
Zaporizka,Melitopolskyi,Terpinnivska,Orlove,1104
Zaporizka,Melitopolskyi,Terpinnivska,Pivnichne,230
Zaporizka,Melitopolskyi,Terpinnivska,Promin,435
Zaporizka,Melitopolskyi,Terpinnivska,Prylukivka,214
Zaporizka,Melitopolskyi,Terpinnivska,Pryvilne,136
Zaporizka,Melitopolskyi,Terpinnivska,Shyrokyi Lan,314
Zaporizka,Melitopolskyi,Terpinnivska,Spaske,824
Zaporizka,Melitopolskyi,Terpinnivska,Svitlodolynske,592
Zaporizka,Melitopolskyi,Terpinnivska,Terpinnia,4854
Zaporizka,Melitopolskyi,Terpinnivska,Travneve,186
Zaporizka,Melitopolskyi,Terpinnivska,Ukrainske,77
Zaporizka,Melitopolskyi,Terpinnivska,Vidradne,73
Zaporizka,Melitopolskyi,Terpinnivska,Voloshkove,23
Zaporizka,Melitopolskyi,Terpinnivska,Yasne,511
Zaporizka,Melitopolskyi,Terpinnivska,Zarichne,466
Zaporizka,Melitopolskyi,Veselivska,Avanhard,107
Zaporizka,Melitopolskyi,Veselivska,Daleke,156
Zaporizka,Melitopolskyi,Veselivska,Mala Mykhailivka,563
Zaporizka,Melitopolskyi,Veselivska,Menchykury,1527
Zaporizka,Melitopolskyi,Veselivska,Novooleksandrivka,659
Zaporizka,Melitopolskyi,Veselivska,Ozerne,437
Zaporizka,Melitopolskyi,Veselivska,Piskoshyne,544
Zaporizka,Melitopolskyi,Veselivska,Shyroke,1040
Zaporizka,Melitopolskyi,Veselivska,Vesele,10071
Zaporizka,Melitopolskyi,Veselivska,Yasna Poliana,210
Zaporizka,Melitopolskyi,Veselivska,Yelyzavetivka,386
Zaporizka,Melitopolskyi,Yakymivska,Andriivka,84
Zaporizka,Melitopolskyi,Yakymivska,Bohatyr,166
Zaporizka,Melitopolskyi,Yakymivska,Chervone,135
Zaporizka,Melitopolskyi,Yakymivska,Chornozemne,680
Zaporizka,Melitopolskyi,Yakymivska,Davydivka,972
Zaporizka,Melitopolskyi,Yakymivska,Druzhba,282
Zaporizka,Melitopolskyi,Yakymivska,Dvanadtsiate,66
Zaporizka,Melitopolskyi,Yakymivska,Hannivka,190
Zaporizka,Melitopolskyi,Yakymivska,Koshove,627
Zaporizka,Melitopolskyi,Yakymivska,Mala Ternivka,229
Zaporizka,Melitopolskyi,Yakymivska,Mykhailivske,176
Zaporizka,Melitopolskyi,Yakymivska,Myrne,606
Zaporizka,Melitopolskyi,Yakymivska,Novodanylivka,2070
Zaporizka,Melitopolskyi,Yakymivska,Oleksandrivka,379
Zaporizka,Melitopolskyi,Yakymivska,Peremoha,30
Zaporizka,Melitopolskyi,Yakymivska,Petrivka,441
Zaporizka,Melitopolskyi,Yakymivska,Radyvonivka,1809
Zaporizka,Melitopolskyi,Yakymivska,Rozivka,630
Zaporizka,Melitopolskyi,Yakymivska,Sheliuhy,1362
Zaporizka,Melitopolskyi,Yakymivska,Shevchenka,515
Zaporizka,Melitopolskyi,Yakymivska,Sichove,892
Zaporizka,Melitopolskyi,Yakymivska,Stepove,309
Zaporizka,Melitopolskyi,Yakymivska,Tavriiske,1189
Zaporizka,Melitopolskyi,Yakymivska,Trudove,226
Zaporizka,Melitopolskyi,Yakymivska,Tymofiivka,53
Zaporizka,Melitopolskyi,Yakymivska,Velyka Ternivka,729
Zaporizka,Melitopolskyi,Yakymivska,Vesniane,235
Zaporizka,Melitopolskyi,Yakymivska,Viazivka,42
Zaporizka,Melitopolskyi,Yakymivska,Volodymyrivka,1028
Zaporizka,Melitopolskyi,Yakymivska,Vovchanske,879
Zaporizka,Melitopolskyi,Yakymivska,Yakymivka,11069
Zaporizka,Melitopolskyi,Yakymivska,Yakymivske,284
Zaporizka,Melitopolskyi,Yakymivska,Yelyzavetivka,66
Zaporizka,Melitopolskyi,Yakymivska,Yurivka,159
Zaporizka,Melitopolskyi,Yakymivska,Zernove,67
Zaporizka,Melitopolskyi,Yakymivska,Zirka,253
Zaporizka,Polohivskyi,Bilmatska,Berezhne,51
Zaporizka,Polohivskyi,Bilmatska,Berezivka,43
Zaporizka,Polohivskyi,Bilmatska,Bilmanka,455
Zaporizka,Polohivskyi,Bilmatska,Chervone Ozero,191
Zaporizka,Polohivskyi,Bilmatska,Chervonoselivka,364
Zaporizka,Polohivskyi,Bilmatska,Druzhne,78
Zaporizka,Polohivskyi,Bilmatska,Dubove,139
Zaporizka,Polohivskyi,Bilmatska,Hoholivka,431
Zaporizka,Polohivskyi,Bilmatska,Hruzke,69
Zaporizka,Polohivskyi,Bilmatska,Husarka,1207
Zaporizka,Polohivskyi,Bilmatska,Kamianka,6358
Zaporizka,Polohivskyi,Bilmatska,Marianivka,543
Zaporizka,Polohivskyi,Bilmatska,Myrske,140
Zaporizka,Polohivskyi,Bilmatska,Novoukrainka,1170
Zaporizka,Polohivskyi,Bilmatska,Ocheretuvate,84
Zaporizka,Polohivskyi,Bilmatska,Probudzhennia,95
Zaporizka,Polohivskyi,Bilmatska,Samiilivka,119
Zaporizka,Polohivskyi,Bilmatska,Smile,573
Zaporizka,Polohivskyi,Bilmatska,Svitle,3
Zaporizka,Polohivskyi,Bilmatska,Trudove,677
Zaporizka,Polohivskyi,Bilmatska,Vershyna,582
Zaporizka,Polohivskyi,Bilmatska,Veseloivanivske,21
Zaporizka,Polohivskyi,Fedorivska,Balochky,443
Zaporizka,Polohivskyi,Fedorivska,Burlatske,68
Zaporizka,Polohivskyi,Fedorivska,Fedorivka,2214
Zaporizka,Polohivskyi,Fedorivska,Khliborobne,172
Zaporizka,Polohivskyi,Fedorivska,Krasnoselivka,106
Zaporizka,Polohivskyi,Fedorivska,Merezhne,73
Zaporizka,Polohivskyi,Fedorivska,Mezhyrich,44
Zaporizka,Polohivskyi,Fedorivska,Novoselivka,616
Zaporizka,Polohivskyi,Fedorivska,Shevchenka,411
Zaporizka,Polohivskyi,Fedorivska,Ternove,59
Zaporizka,Polohivskyi,Fedorivska,Zolota Poliana,107
Zaporizka,Polohivskyi,Huliaipilska,Charivne,126
Zaporizka,Polohivskyi,Huliaipilska,Dorozhnianka,327
Zaporizka,Polohivskyi,Huliaipilska,Huliaipilske,1058
Zaporizka,Polohivskyi,Huliaipilska,Huliaipole,12786
Zaporizka,Polohivskyi,Huliaipilska,Krasnohirske,27
Zaporizka,Polohivskyi,Huliaipilska,Marfopil,294
Zaporizka,Polohivskyi,Huliaipilska,Myrne,471
Zaporizka,Polohivskyi,Huliaipilska,Nove,107
Zaporizka,Polohivskyi,Huliaipilska,Novohryhorivka,231
Zaporizka,Polohivskyi,Huliaipilska,Novoivanivka,150
Zaporizka,Polohivskyi,Huliaipilska,Novomykolaivka,457
Zaporizka,Polohivskyi,Huliaipilska,Novouspenivske,55
Zaporizka,Polohivskyi,Huliaipilska,Novovasylivske,73
Zaporizka,Polohivskyi,Huliaipilska,Obratne,37
Zaporizka,Polohivskyi,Huliaipilska,Pavlivka,84
Zaporizka,Polohivskyi,Huliaipilska,Pryvilne,23
Zaporizka,Polohivskyi,Huliaipilska,Rivnopillia,268
Zaporizka,Polohivskyi,Huliaipilska,Rybne,34
Zaporizka,Polohivskyi,Huliaipilska,Solodke,139
Zaporizka,Polohivskyi,Huliaipilska,Staroukrainka,128
Zaporizka,Polohivskyi,Huliaipilska,Stepanivka,75
Zaporizka,Polohivskyi,Huliaipilska,Sviatopetrivka,78
Zaporizka,Polohivskyi,Huliaipilska,Temyrivka,609
Zaporizka,Polohivskyi,Huliaipilska,Uspenivka,1422
Zaporizka,Polohivskyi,Huliaipilska,Vesele,13
Zaporizka,Polohivskyi,Huliaipilska,Vysoke,517
Zaporizka,Polohivskyi,Huliaipilska,Yablukove,48
Zaporizka,Polohivskyi,Huliaipilska,Zahirne,14
Zaporizka,Polohivskyi,Huliaipilska,Zaliznychne,1052
Zaporizka,Polohivskyi,Huliaipilska,Zatyshshia,87
Zaporizka,Polohivskyi,Huliaipilska,Zelene,141
Zaporizka,Polohivskyi,Huliaipilska,Zelenyi Hai,121
Zaporizka,Polohivskyi,Komysh-Zorianska,Bilotserkivka,1456
Zaporizka,Polohivskyi,Komysh-Zorianska,Blahovishchenka,87
Zaporizka,Polohivskyi,Komysh-Zorianska,Chereshneve,54
Zaporizka,Polohivskyi,Komysh-Zorianska,Komysh-Zoria,2090
Zaporizka,Polohivskyi,Komysh-Zorianska,Lantseve,639
Zaporizka,Polohivskyi,Komysh-Zorianska,Novokamianka,154
Zaporizka,Polohivskyi,Komysh-Zorianska,Rudenka,66
Zaporizka,Polohivskyi,Komysh-Zorianska,Shevchenkivske,976
Zaporizka,Polohivskyi,Komysh-Zorianska,Ternove,118
Zaporizka,Polohivskyi,Komysh-Zorianska,Truzhenka,195
Zaporizka,Polohivskyi,Malotokmachanska,Bilohiria,315
Zaporizka,Polohivskyi,Malotokmachanska,Luhivske,172
Zaporizka,Polohivskyi,Malotokmachanska,Mala Tokmachka,3037
Zaporizka,Polohivskyi,Malotokmachanska,Novopokrovka,314
Zaporizka,Polohivskyi,Malynivska,Levadne,1
Zaporizka,Polohivskyi,Malynivska,Liubymivka,928
Zaporizka,Polohivskyi,Malynivska,Malynivka,884
Zaporizka,Polohivskyi,Malynivska,Novodarivka,51
Zaporizka,Polohivskyi,Malynivska,Novoukrainske,45
Zaporizka,Polohivskyi,Malynivska,Novozlatopil,1023
Zaporizka,Polohivskyi,Malynivska,Okhotnyche,20
Zaporizka,Polohivskyi,Malynivska,Olhivske,102
Zaporizka,Polohivskyi,Malynivska,Poltavka,1113
Zaporizka,Polohivskyi,Malynivska,Pryiutne,522
Zaporizka,Polohivskyi,Malynivska,Remivka,101
Zaporizka,Polohivskyi,Malynivska,Stepove,40
Zaporizka,Polohivskyi,Malynivska,Vyshneve,40
Zaporizka,Polohivskyi,Molochanska,Balkove,455
Zaporizka,Polohivskyi,Molochanska,Blahodatne,183
Zaporizka,Polohivskyi,Molochanska,Dolyna,306
Zaporizka,Polohivskyi,Molochanska,Hrushivka,371
Zaporizka,Polohivskyi,Molochanska,Hryshyne,191
Zaporizka,Polohivskyi,Molochanska,Kozoluhivka,221
Zaporizka,Polohivskyi,Molochanska,Kuroshany,383
Zaporizka,Polohivskyi,Molochanska,Lahidne,824
Zaporizka,Polohivskyi,Molochanska,Levadne,232
Zaporizka,Polohivskyi,Molochanska,Liubymivka,181
Zaporizka,Polohivskyi,Molochanska,Mohutnie,168
Zaporizka,Polohivskyi,Molochanska,Molochansk,6099
Zaporizka,Polohivskyi,Molochanska,Mostove,178
Zaporizka,Polohivskyi,Molochanska,Novomykolaivka,681
Zaporizka,Polohivskyi,Molochanska,Rozkishne,268
Zaporizka,Polohivskyi,Molochanska,Rybalivka,189
Zaporizka,Polohivskyi,Molochanska,Svitle,282
Zaporizka,Polohivskyi,Molochanska,Udarnyk,456
Zaporizka,Polohivskyi,Molochanska,Ukrainka,139
Zaporizka,Polohivskyi,Molochanska,Vesele,430
Zaporizka,Polohivskyi,Molochanska,Vynohradne,410
Zaporizka,Polohivskyi,Molochanska,Zaporizhzhia,975
Zaporizka,Polohivskyi,Molochanska,Zoriane,167
Zaporizka,Polohivskyi,Orikhivska,Kopani,620
Zaporizka,Polohivskyi,Orikhivska,Myrne,872
Zaporizka,Polohivskyi,Orikhivska,Nesterianka,1556
Zaporizka,Polohivskyi,Orikhivska,Novoandriivka,735
Zaporizka,Polohivskyi,Orikhivska,Novodanylivka,1006
Zaporizka,Polohivskyi,Orikhivska,Novopavlivka,741
Zaporizka,Polohivskyi,Orikhivska,Orikhiv,13896
Zaporizka,Polohivskyi,Orikhivska,Shcherbaky,96
Zaporizka,Polohivskyi,Polohivska,Andriivske,93
Zaporizka,Polohivskyi,Polohivska,Bahate,339
Zaporizka,Polohivskyi,Polohivska,Basan,1422
Zaporizka,Polohivskyi,Polohivska,Chumatske,85
Zaporizka,Polohivskyi,Polohivska,Dmytrivske,40
Zaporizka,Polohivskyi,Polohivska,Hryhorivka,1210
Zaporizka,Polohivskyi,Polohivska,Inzhenerne,992
Zaporizka,Polohivskyi,Polohivska,Ivana Franka,259
Zaporizka,Polohivskyi,Polohivska,Kostiantynivka,373
Zaporizka,Polohivskyi,Polohivska,Nova Dacha,20
Zaporizka,Polohivskyi,Polohivska,Novofedorivka,447
Zaporizka,Polohivskyi,Polohivska,Novokarlivka,311
Zaporizka,Polohivskyi,Polohivska,Ozherelne,421
Zaporizka,Polohivskyi,Polohivska,Pavlivske,151
Zaporizka,Polohivskyi,Polohivska,Polohy,18111
Zaporizka,Polohivskyi,Polohivska,Polohy,3196
Zaporizka,Polohivskyi,Polohivska,Reshetylivske,267
Zaporizka,Polohivskyi,Polohivska,Romanivske,197
Zaporizka,Polohivskyi,Polohivska,Semenivka,1174
Zaporizka,Polohivskyi,Polohivska,Shevchenkove,728
Zaporizka,Polohivskyi,Polohivska,Tarasivka,1284
Zaporizka,Polohivskyi,Polohivska,Ukrainske,298
Zaporizka,Polohivskyi,Polohivska,Verbove,1246
Zaporizka,Polohivskyi,Preobrazhenska,Chervona Krynytsia,124
Zaporizka,Polohivskyi,Preobrazhenska,Chervonyi Yar,111
Zaporizka,Polohivskyi,Preobrazhenska,Mykilske,321
Zaporizka,Polohivskyi,Preobrazhenska,Novoselivka,540
Zaporizka,Polohivskyi,Preobrazhenska,Novosoloshyne,136
Zaporizka,Polohivskyi,Preobrazhenska,Obshche,273
Zaporizka,Polohivskyi,Preobrazhenska,Omelnyk,568
Zaporizka,Polohivskyi,Preobrazhenska,Preobrazhenka,3710
Zaporizka,Polohivskyi,Preobrazhenska,Shyroke,121
Zaporizka,Polohivskyi,Preobrazhenska,Svoboda,75
Zaporizka,Polohivskyi,Preobrazhenska,Tymoshivka,77
Zaporizka,Polohivskyi,Preobrazhenska,Vasylivske,172
Zaporizka,Polohivskyi,Preobrazhenska,Vasynivka,161
Zaporizka,Polohivskyi,Preobrazhenska,Vilnianka,232
Zaporizka,Polohivskyi,Preobrazhenska,Yehorivka,226
Zaporizka,Polohivskyi,Rozivska,Antonivka,260
Zaporizka,Polohivskyi,Rozivska,Azov,907
Zaporizka,Polohivskyi,Rozivska,Bahativka,159
Zaporizka,Polohivskyi,Rozivska,Bilovezh,132
Zaporizka,Polohivskyi,Rozivska,Forois,8
Zaporizka,Polohivskyi,Rozivska,Ivanivka,51
Zaporizka,Polohivskyi,Rozivska,Kobylne,152
Zaporizka,Polohivskyi,Rozivska,Kuznetsivka,361
Zaporizka,Polohivskyi,Rozivska,Luhanske,239
Zaporizka,Polohivskyi,Rozivska,Lystvianka,377
Zaporizka,Polohivskyi,Rozivska,Malyi Verder,263
Zaporizka,Polohivskyi,Rozivska,Marynopil,424
Zaporizka,Polohivskyi,Rozivska,Myrne,20
Zaporizka,Polohivskyi,Rozivska,Nadiine,60
Zaporizka,Polohivskyi,Rozivska,Novhorod,260
Zaporizka,Polohivskyi,Rozivska,Novodvorivka,214
Zaporizka,Polohivskyi,Rozivska,Novomlynivka,522
Zaporizka,Polohivskyi,Rozivska,Novozlatopil,570
Zaporizka,Polohivskyi,Rozivska,Rozivka,2939
Zaporizka,Polohivskyi,Rozivska,Solodkovodne,400
Zaporizka,Polohivskyi,Rozivska,Sviatotroitske,317
Zaporizka,Polohivskyi,Rozivska,Verkhivka,23
Zaporizka,Polohivskyi,Rozivska,Vilne,214
Zaporizka,Polohivskyi,Rozivska,Vyshniuvate,407
Zaporizka,Polohivskyi,Rozivska,Zaporizke,143
Zaporizka,Polohivskyi,Rozivska,Zelenopil,355
Zaporizka,Polohivskyi,Rozivska,Zoria,382
Zaporizka,Polohivskyi,Rozivska,Zoriane,383
Zaporizka,Polohivskyi,Smyrnovska,Dibrova,127
Zaporizka,Polohivskyi,Smyrnovska,Oleksiivka,1355
Zaporizka,Polohivskyi,Smyrnovska,Smyrnove,1291
Zaporizka,Polohivskyi,Smyrnovska,Tytove,702
Zaporizka,Polohivskyi,Smyrnovska,Verkhnodrahunske,16
Zaporizka,Polohivskyi,Smyrnovska,Vershyna Druha,681
Zaporizka,Polohivskyi,Smyrnovska,Zelenyi Hai,244
Zaporizka,Polohivskyi,Smyrnovska,Zrazkove,129
Zaporizka,Polohivskyi,Tokmatska,Chervonohirka,327
Zaporizka,Polohivskyi,Tokmatska,Chystopillia,480
